Date,Close,Residual
2015-01-02,2171.20947265625,2169.15927193438
2015-01-05,2167.10595703125,-4.320404946734925
2015-01-06,2150.6884765625,-17.869874474772132
2015-01-07,2154.7919921875,-0.3694925195018186
2015-01-08,2130.16650390625,-27.901861417169584
2015-01-09,2121.956787109375,-13.667063377503382
2015-01-12,2134.2705078125,6.749879669103393
2015-01-13,2134.2705078125,-2.1412451213618624
2015-01-14,2121.956787109375,-14.174382695534405
2015-01-15,2126.061279296875,0.19320528982143514
2015-01-16,2126.061279296875,-2.9699836092859186
2015-01-19,2134.2705078125,5.811782772595052
2015-01-20,2138.37451171875,2.5608320949963854
2015-01-21,2146.58349609375,6.856011273236163
2015-01-22,2167.10595703125,19.47393671394957
2015-01-23,2187.626953125,21.288171969384166
2015-01-26,2158.896728515625,-26.903441365798244
2015-01-27,2167.10595703125,4.313649617925876
2015-01-28,2179.41845703125,8.995075778911541
2015-01-29,2187.626953125,7.5359650068962765
2015-01-30,2195.8359375,7.671057494739671
2015-02-02,2191.731689453125,-4.72288923787346
2015-02-03,2216.35791015625,22.513840502118
2015-02-04,2282.02734375,66.03469177389798
2015-02-05,2249.1923828125,-25.380512875080512
2015-02-06,2249.1923828125,-0.733352867337544
2015-02-09,2265.610595703125,12.590195407674855
2015-02-10,2257.4013671875,-8.781705816199974
2015-02-11,2286.13232421875,26.4537926788189
2015-02-12,2282.02734375,-3.5321015713625457
2015-02-13,2302.549560546875,19.804078855195257
2015-02-16,2298.4453125,-3.988301463208245
2015-02-17,2310.75830078125,11.09704440419273
2015-02-18,2310.75830078125,-0.9701119550536532
2015-02-20,2306.654052734375,-5.533639319993199
2015-02-23,2302.549560546875,-6.890184243531621
2015-02-24,2306.654052734375,0.8506515623471387
2015-02-25,2314.862548828125,5.80293955056095
2015-02-26,2310.75830078125,-5.394254871480825
2015-02-27,2314.862548828125,1.786156294664579
2015-03-02,2335.385009765625,18.32987540116801
2015-03-03,2364.11572265625,29.021810543457832
2015-03-04,2368.218994140625,6.791605501775393
2015-03-05,2380.532470703125,13.017940893264495
2015-03-06,2396.949951171875,16.3976006452599
2015-03-09,2360.010498046875,-36.13523930756355
2015-03-10,2368.218994140625,2.8681555130333436
2015-03-11,2343.59326171875,-28.73273158374286
2015-03-12,2331.280029296875,-17.65633362257313
2015-03-13,2314.862548828125,-22.520425380447705
2015-03-16,2323.07177734375,2.2535859186850757
2015-03-17,2314.862548828125,-11.484769412914375
2015-03-18,2335.385009765625,17.229727483498664
2015-03-19,2339.4892578125,3.3788665461015626
2015-03-20,2351.80224609375,11.81898568845736
2015-03-23,2372.32373046875,20.129140374579492
2015-03-24,2388.7412109375,17.594349885690008
2015-03-25,2401.05419921875,13.735506120617174
2015-03-26,2384.63720703125,-15.631020474961133
2015-03-27,2372.32373046875,-15.344886954069807
2015-03-30,2380.532470703125,3.257880703221417
2015-03-31,2433.88916015625,50.680399375815796
2015-04-01,2433.88916015625,4.311433894347374
2015-04-02,2429.78466796875,-2.2595098511492324
2015-04-06,2491.349853515625,59.527922607401706
2015-04-07,2511.871826171875,25.538997245007067
2015-04-08,2466.724609375,-40.1397144142893
2015-04-09,2474.932373046875,2.9901901835169156
2015-04-10,2470.82861328125,-8.462433087182035
2015-04-13,2466.724609375,-6.981272249472113
2015-04-14,2454.410888671875,-15.77349671359434
2015-04-15,2421.576416015625,-37.261718099492555
2015-04-16,2446.202392578125,17.008286831568967
2015-04-17,2437.609375,-11.060528132893978
2015-04-20,2429.34521484375,-10.523630973410945
2015-04-21,2462.398193359375,28.990816744461426
2015-04-22,2458.26611328125,-3.367507931983255
2015-04-23,2462.398193359375,3.602720256734301
